person_id,display_name,category,language,region,image_path,face_count,face_quality,blur_score,resolution,usable,consent_status,license_status
aruna_irani,Aruna Irani,actresses,unknown,unknown,datasets/raw\actresses\aruna_irani\3f02ee831d.jpg,0,low,2726.7,180x279,no,unknown,unknown
aruna_irani,Aruna Irani,actresses,unknown,unknown,datasets/raw\actresses\aruna_irani\467f3eacf0.jpg,1,high,2074.6,250x250,yes,unknown,unknown
aruna_irani,Aruna Irani,actresses,unknown,unknown,datasets/raw\actresses\aruna_irani\499e424c66.jpg,1,high,9803.2,220x308,yes,unknown,unknown
aruna_irani,Aruna Irani,actresses,unknown,unknown,datasets/raw\actresses\aruna_irani\4d023668bc.jpg,1,high,192.3,900x1200,yes,unknown,unknown
aruna_irani,Aruna Irani,actresses,unknown,unknown,datasets/raw\actresses\aruna_irani\515ebe8482.jpg,0,low,6825.7,184x274,no,unknown,unknown
aruna_irani,Aruna Irani,actresses,unknown,unknown,datasets/raw\actresses\aruna_irani\542e965933.jpg,1,high,366.6,234x215,yes,unknown,unknown
aruna_irani,Aruna Irani,actresses,unknown,unknown,datasets/raw\actresses\aruna_irani\74ba8e8e8f.jpg,0,low,398.6,600x900,no,unknown,unknown
aruna_irani,Aruna Irani,actresses,unknown,unknown,datasets/raw\actresses\aruna_irani\9a7382b43c.jpg,1,high,4518.4,493x500,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\01bba04ad3.jpg,0,low,1120.9,170x269,no,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\03fcc8cb3a.jpg,1,medium,54.3,770x433,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\0b9acf58ba.jpg,1,high,856.8,275x183,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\1187af4a24.jpg,0,low,130.1,1100x825,no,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\142bc36f4f.jpg,1,high,110.1,1200x630,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\14f1a260df.jpg,1,high,241.8,213x237,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\1b19d87dec.jpg,0,low,390.5,238x211,no,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\1cf97470b6.jpg,1,medium,78.1,615x384,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\2db3d1670b.jpg,0,low,1372.1,194x260,no,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\35b9e839e0.jpg,1,high,125.3,425x425,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\4ab25a86e1.jpg,1,high,733.8,219x230,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\4fc72a60e7.jpg,1,high,961.2,286x176,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\554f25d4e7.jpg,0,low,228.0,1200x900,no,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\594ac8295f.jpg,1,high,748.4,299x168,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\68b6eb7bcc.jpg,1,high,515.3,696x459,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\69c9530660.jpg,0,low,1504.7,616x1095,no,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\725ab130cf.jpg,1,high,2893.9,298x169,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\78c9a93906.jpg,1,high,591.4,259x194,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\7e3f806584.jpg,1,high,730.6,1200x1755,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\87a4c54ee8.jpg,0,low,198.3,299x168,no,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\99aebc94ca.jpg,1,high,368.2,656x500,yes,unknown,unknown
deepika_padukone,Deepika Padukone,actresses,unknown,unknown,datasets/raw\actresses\deepika_padukone\9bddbcaa92.jpg,1,high,686.5,275x183,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\00a553c089.jpg,0,low,201.9,600x651,no,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\02a9d75037.jpg,1,high,339.1,867x1390,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\05f09e812f.jpg,1,high,1713.4,198x255,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\0d6d5062b3.jpg,0,low,529.7,640x480,no,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\19c6bc2f48.jpg,1,high,313.8,275x183,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\1a20333626.jpg,1,high,407.8,320x180,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\1d7b0f4a94.jpg,1,high,589.2,284x177,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\30c27f7dbc.jpg,0,low,246.0,292x173,no,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\37d43ba5ba.jpg,1,high,473.9,259x194,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\44ae4ec66d.jpg,1,high,1337.8,225x225,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\4e4431a961.jpg,1,high,1526.7,615x798,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\4fd2159fd3.jpg,1,high,536.4,235x235,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\589caa4bdc.jpg,0,low,222.8,620x450,no,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\6f2f0026dc.jpg,1,high,187.5,650x488,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\765a7de5cd.jpg,1,high,348.6,400x267,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\774ae4d352.jpg,1,high,466.0,192x262,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\83b65a71b8.jpg,1,medium,78.1,630x1200,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\85cb8800f4.jpg,0,low,81.9,235x215,no,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\85cfa59adf.jpg,1,high,7792.2,218x320,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\94bb32ec90.jpg,0,low,176.3,758x433,no,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\9d0131fe4b.jpg,1,medium,68.7,449x385,yes,unknown,unknown
deepti_naval,Deepti Naval,actresses,unknown,unknown,datasets/raw\actresses\deepti_naval\9f09f8ddc5.jpg,0,low,1251.4,183x275,no,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\02c2ee227a.jpg,1,high,2459.7,348x145,yes,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\15832e7ea4.jpg,0,low,1806.7,259x195,no,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\197686de43.jpg,1,high,409.7,297x170,yes,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\20c3493db0.jpg,1,high,486.2,203x248,yes,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\247a0f9f8d.jpg,0,low,164.1,1920x1080,no,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\2d7d3d92c5.jpg,1,high,366.4,220x220,yes,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\31c7f97c5a.jpg,1,high,161.4,225x225,yes,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\3a5311fd96.jpg,0,low,466.2,360x450,no,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\3d56017eab.jpg,1,high,1480.2,259x195,yes,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\53b756178b.jpg,1,high,1559.5,480x800,yes,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\5de86443b1.jpg,0,low,518.5,284x177,no,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\609ef0d8c3.jpg,1,high,147.1,1200x900,yes,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\68ca005c96.jpg,0,low,710.5,759x422,no,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\7057f688ba.jpg,1,high,3171.7,206x245,yes,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\7305b1fd0f.jpg,0,low,2433.3,1920x1080,no,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\773fee3fbc.jpg,1,high,227.1,259x194,yes,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\87e55c937d.jpg,0,low,2531.6,259x194,no,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\93d7416cfc.jpg,1,high,1658.3,259x194,yes,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\976335d8be.jpg,1,high,801.6,286x176,yes,unknown,unknown
dimple_kapadia,Dimple Kapadia,actresses,unknown,unknown,datasets/raw\actresses\dimple_kapadia\9b8d735b8c.jpg,1,high,589.1,875x583,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\08b1d60abc.jpg,1,high,726.4,302x167,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\1adf398745.jpg,0,low,2885.8,225x225,no,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\206ae6feaa.jpg,1,high,410.4,259x194,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\29a659d84b.jpg,0,low,585.3,300x168,no,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\2e672b0faa.jpg,1,high,150.8,386x370,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\2fa53ef939.jpg,1,high,278.8,194x259,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\2fd1170486.jpg,0,low,1355.0,183x276,no,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\33aab8a5b0.jpg,1,high,502.7,225x225,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\458ccbb90f.jpg,0,low,2291.4,208x242,no,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\47b1a6e089.jpg,1,high,146.0,650x487,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\4df2bfe721.jpg,1,high,302.7,758x433,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\4f1531733f.jpg,1,high,912.0,640x480,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\53feab3a8b.jpg,0,low,688.5,318x159,no,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\55e58bff44.jpg,1,high,1139.2,1280x720,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\5ac3968cb9.jpg,0,low,875.6,327x435,no,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\5f007f99ba.jpg,1,high,383.4,194x259,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\6e96ad8d32.jpg,0,low,272.5,640x636,no,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\733a1e27e6.jpg,1,medium,48.1,1500x1187,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\74cf392ca3.jpg,0,low,527.2,360x293,no,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\8bc1d49a26.jpg,1,high,1675.1,300x168,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\8d2a9e0d4b.jpg,1,high,382.1,224x225,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\901a7d59cd.jpg,0,low,776.4,295x420,no,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\fa314b6379.jpg,1,high,1711.2,225x225,yes,unknown,unknown
farida_jalal,Farida Jalal,actresses,unknown,unknown,datasets/raw\actresses\farida_jalal\fa95f2031c.jpg,1,high,901.2,259x194,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\0ae8497bf9.jpg,0,low,1332.4,259x194,no,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\153fe5974b.jpg,1,high,5954.4,209x241,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\1d7938c36c.jpg,0,low,966.6,297x170,no,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\277bd5fb7e.jpg,1,medium,61.5,1000x600,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\2e75d5907f.jpg,0,low,324.1,630x450,no,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\36b3d5a4bf.jpg,1,high,328.2,612x410,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\3a2929f4ca.jpg,0,low,4953.9,310x163,no,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\3d1c471a9b.jpg,1,medium,83.8,715x524,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\3e530ef809.jpg,1,high,233.2,600x650,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\411fc36916.jpg,0,low,48.6,800x1200,no,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\430ec6772e.jpg,1,high,2244.3,187x269,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\4a1485c11a.jpg,0,low,840.8,1200x800,no,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\4bc0859d76.jpg,1,high,591.1,300x168,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\4e2256ba63.jpg,1,high,1252.1,206x245,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\5dedb8f3c7.jpg,0,low,1299.3,187x269,no,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\61a9c0499c.jpg,1,medium,94.7,447x675,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\656cdd44b9.jpg,1,high,2786.9,220x308,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\6ae7466438.jpg,0,low,587.7,203x249,no,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\6cb4085d41.jpg,1,medium,54.5,1200x900,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\6e74de5768.jpg,1,medium,55.0,550x550,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\6fece9dcfc.jpg,1,high,336.6,506x652,yes,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\85a2be8493.jpg,0,low,648.7,769x1497,no,unknown,unknown
huma_qureshi,Huma Qureshi,actresses,unknown,unknown,datasets/raw\actresses\huma_qureshi\9da9a04a9d.jpg,1,high,652.7,268x188,yes,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\020c8348eb.jpg,0,low,2219.0,259x194,no,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\10a4a43368.jpg,1,medium,49.6,800x821,yes,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\1b71cd36e8.jpg,0,low,293.9,275x183,no,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\1d2d5b410f.jpg,1,high,1615.3,185x273,yes,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\30bc895c66.jpg,0,low,207.1,1068x1149,no,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\323f64cf23.jpg,1,high,456.1,866x1390,yes,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\3b01a17323.jpg,0,low,201.3,800x600,no,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\3c711a9233.jpg,1,high,2018.4,201x250,yes,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\419f4e39a0.jpg,1,high,1315.5,980x551,yes,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\499f9358eb.jpg,0,low,1027.5,647x363,no,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\4b5318f8f6.jpg,1,high,386.2,394x583,yes,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\5a1345d07e.jpg,1,high,534.7,240x210,yes,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\5a96fb99e6.jpg,1,high,748.2,301x167,yes,unknown,unknown
kajol,Kajol,actresses,unknown,unknown,datasets/raw\actresses\kajol\69f96affc0.jpg,1,high,752.4,670x367,yes,unknown,unknown
